zone	zone_sqm	hholds	persons	adults	ffamcu6	ffamc6p	famnoc	fnonfam	fage017	fage1834	fage3549	fage5064	fage6579	fage80up	fwhite	fblack	fhisp	asian	fothrc	f0veh	fwathome	femployed	fincu25	finc2550	finc5075	finc75100	finc100150	finc150200	finco200	state	popden	empden	enteden	fracwater	fracprotl	coast	elevation	avgtemp1	maxtemp1	mintemp1	avgprec1	avgtemp2	maxtemp2	mintemp2	avgprec2	avgtemp3	maxtemp3	mintemp3	avgprec3	avgtemp4	maxtemp4	mintemp4	avgprec4
3505	597.18	8022	23730	16421	0.199327	0.179008	0.332835	0.288831	0.308007	0.220228	0.176233	0.169532	0.096334	0.029667	0.727624	0	0.257043	0.007729	0.032162	0.03079	0.036892	0.655319	0.233109	0.229369	0.25106	0.121291	0.118798	0.032037	0.014336	16	62.099998	25.9	1.2	0	0.4	0	1179.7	34.3	43.6	25.1	26.3	57.1	70.8	43.5	22.8	70.8	86.6	55.1	7.8	39.4	49.7	29.2	27.6
3506	1363.05	1757	4097	3396	0.086511	0.110415	0.488332	0.314741	0.171101	0.133756	0.130339	0.26971	0.239199	0.055895	0.938532	0.009106	0.016505	0	0.035857	0.018782	0.134752	0.456714	0.217985	0.300512	0.203187	0.155378	0.070575	0.015936	0.036426	16	8.3	2	0.5	0	0.6	0	1008.9	29.5	39.6	19.4	72.6	53.4	68.5	38.4	45.8	66.6	85.6	47.5	15.9	35.4	46.8	23.9	65.4
3507	1014.96	1840	4186	3202	0.125	0.133152	0.35	0.391848	0.235069	0.151457	0.156713	0.212136	0.161968	0.082656	0.913043	0	0.00163	0.0125	0.074457	0.045652	0.050279	0.614928	0.294022	0.269565	0.165761	0.113587	0.104891	0.025543	0.02663	46	4.2	1.4	0.1	0	0	0	601.8	26.7	37.6	15.7	25.4	57.1	69.1	45.2	94.6	69.9	82.3	57.4	82.9	36.1	47.5	24.6	34
3508	2457.27	3555	8673	7278	0.083544	0.081575	0.432068	0.402813	0.160844	0.162228	0.169722	0.240517	0.20904	0.05765	0.944585	0.005626	0.013221	0.003094	0.039662	0.041069	0.059243	0.384996	0.242194	0.304923	0.201688	0.124051	0.08917	0.019972	0.018003	16	7.4	2	0.2	0	0.5	0	518.1	35.3	44.2	26.4	94.4	54.8	68.2	41.4	72.6	66.6	84.2	49	20.8	39	47.8	30	90.1
3509	3074.74	10606	26743	20032	0.183952	0.122478	0.358288	0.335282	0.250944	0.28916	0.154059	0.17571	0.099989	0.030139	0.780784	0.030172	0.128795	0.03036	0.062417	0.046012	0.040948	0.596146	0.235621	0.30643	0.201867	0.124646	0.091175	0.034414	0.005846	16	31.4	6.8	0.9	0	0.7	0	872.4	36.5	47.2	25.8	32.2	59	74.2	43.8	27.2	72.2	90.3	54.1	9.8	40.8	52.8	28.8	37.7
3510	1200.06	1615	4385	3081	0.180805	0.156037	0.379567	0.283591	0.297377	0.157355	0.158039	0.195439	0.139795	0.051995	0.958514	0	0.029721	0	0.011765	0.017957	0.043376	0.553716	0.18452	0.29226	0.2613	0.139319	0.091022	0.028483	0.003096	16	7.7	2.2	0.2	0	0.5	0	1362.5	30.1	40.4	19.8	39.8	54.8	70.2	39.4	37.2	67.7	86.3	49.2	26.9	36.2	48.3	24.1	31.3
3511	3664.51	3869	10709	8890	0.03696	0.157663	0.520031	0.285345	0.169857	0.143337	0.170137	0.241292	0.197217	0.078159	0.972344	0	0.021453	0	0.007237	0.04549	0.100191	0.528796	0.182735	0.20703	0.173688	0.155854	0.135952	0.069269	0.075472	16	21.299999	6.9	1.9	0	0.9	0	1534.1	27.4	38.1	16.7	67.9	48.8	62.5	34.9	52.8	62.2	81.1	43.2	18.7	32.6	43.7	21.6	63.8
3512	1739.92	2986	6747	5589	0.058942	0.105492	0.447421	0.388145	0.171632	0.141693	0.14436	0.266341	0.212391	0.063584	0.903885	0	0.023108	0.008372	0.073677	0.062291	0.121522	0.507962	0.24213	0.252512	0.165774	0.137307	0.174481	0.022103	0.005693	46	5.4	1.5	0.3	0	0.3	0	1060.5	30.7	44.4	17	15.4	55.9	70.7	41.1	73.5	69.4	85.8	53.1	45.5	36.9	51	22.9	20.5
3513	3470.98	11027	27717	21284	0.16913	0.147094	0.37118	0.312596	0.232096	0.246996	0.180755	0.189198	0.116607	0.034347	0.902784	0.020677	0.034552	0.006348	0.045978	0.01977	0.075135	0.707245	0.194704	0.238233	0.189172	0.167861	0.145461	0.031468	0.033101	46	8.2	1.9	0.2	0	0	0	981.9	29.2	40.7	17.7	18.3	55.2	67.4	43	85.5	68.9	82.9	55	49.1	36.7	48.4	25.1	24.3
3514	776.61	3418	9138	7074	0.121416	0.163253	0.390579	0.324751	0.22587	0.155942	0.159772	0.236485	0.17575	0.046181	0.89526	0.000585	0.023113	0.002633	0.083675	0.035986	0.044588	0.481906	0.228496	0.30983	0.225863	0.106495	0.088941	0.024868	0.015506	16	13.1	4.6	0.2	0	0.1	0	782.8	33.6	41.3	25.9	94.1	53	65	40.9	60.2	65.4	81	49.8	18.1	37.9	46.1	29.7	85.8
3515	1201.41	1724	5350	3766	0.204176	0.211717	0.317285	0.266821	0.296075	0.202804	0.201682	0.169533	0.093832	0.036075	0.722738	0	0.24652	0	0.063225	0.011601	0.064619	0.665693	0.199536	0.299304	0.242459	0.116589	0.089907	0.024362	0.027842	16	18.6	6.1	0.1	0	0.8	0	1313.4	28.6	39.4	18	30.1	53.6	68.9	38.2	21.7	67.7	85.4	50	8.9	35.6	47.7	23.5	30.9
3516	2565.09	7711	23690	16085	0.229023	0.191415	0.363766	0.215796	0.321022	0.207472	0.173364	0.160532	0.102068	0.035542	0.763714	0	0.211646	0.007003	0.059785	0.025548	0.042856	0.616537	0.202308	0.252756	0.251848	0.117754	0.110621	0.036701	0.028012	16	19.700001	8.9	0.6	0	0.5	0	1278.1	35.1	44.8	25.5	22.3	55.7	69.5	42	29.7	67.9	84.1	51.7	12.9	39	50	28.1	23
3517	663.64	4397	13464	9087	0.161474	0.233568	0.399363	0.205595	0.325089	0.194147	0.178179	0.164513	0.10257	0.035502	0.920173	0.00796	0.048442	0	0.04685	0.023198	0.045179	0.635743	0.165567	0.244485	0.246759	0.109393	0.154878	0.037071	0.041847	16	29.6	7.9	0.7	0	0.3	0	1438.4	30.2	40.3	20.1	40.1	55	69.9	40.1	44.3	68.1	85.5	50.6	26	36.3	47.8	24.9	34
3518	2231.67	967	2581	1986	0.109617	0.105481	0.453981	0.33092	0.230531	0.157691	0.166602	0.237505	0.145293	0.062379	0.966908	0	0.033092	0	0.010341	0.038263	0.049474	0.478348	0.29576	0.255429	0.168563	0.071355	0.1303	0.040331	0.038263	16	9.1	1.9	0.2	0	0.9	0	1623.1	24.8	35.9	13.7	16.7	52.7	66.6	38.8	24.2	65	81.8	48.2	13.6	31.7	43.9	19.6	19.3
3519	469.2	11016	39100	28421	0.218046	0.153413	0.452524	0.176017	0.27312	0.463632	0.107621	0.089386	0.049795	0.016445	0.899782	0	0.059277	0.021242	0.045389	0.04094	0.049014	0.62957	0.360022	0.23484	0.16004	0.089143	0.12146	0.0187	0.015795	16	115.099999	46	4.4	0	0.3	0	1513.3	27.4	36	18.9	24.4	53.2	66.3	39.9	35.8	65.3	81.9	48.6	19.4	33.8	43.7	23.9	25.2
3520	2629.67	5466	12609	10057	0.102452	0.097329	0.435602	0.364618	0.202395	0.165358	0.169165	0.239749	0.180347	0.042985	0.930479	0.002012	0.027625	0.000549	0.04592	0.060739	0.049725	0.487919	0.283754	0.30772	0.203439	0.089462	0.077387	0.02854	0.009696	16	19.6	6.8	1	0	0.8	0	795.2	32.5	39.9	25.2	113.7	52.6	65.1	40.1	79.9	63.8	79.3	48.4	27.5	36.2	43.6	28.8	113.4
3521	2093.98	14989	45839	31624	0.194943	0.191474	0.360731	0.252852	0.310107	0.204433	0.177949	0.170183	0.105282	0.032047	0.782641	0	0.134165	0.004804	0.144172	0.016545	0.0468	0.612162	0.197878	0.244179	0.219294	0.14037	0.13123	0.045967	0.021082	16	29.4	9.5	0.7	0	0.3	0	1434.1	28.4	37.8	19.1	24.3	53.6	67.2	39.9	32.3	66.5	83.1	50	19.1	34.4	45.2	23.6	26
3522	563.28	4700	12717	10102	0.103617	0.137872	0.411915	0.346596	0.20563	0.202328	0.150429	0.231423	0.170952	0.039239	0.958511	0.000426	0.022128	0.013404	0.014468	0.031489	0.067255	0.650564	0.181489	0.177234	0.219787	0.165319	0.171702	0.027872	0.056596	46	22.5	8.5	0.9	0	0	0	500.8	21.3	30.7	11.9	19.3	56.6	67.4	45.7	91	68.2	79.4	57	87	33.2	43.2	23.2	32.4
3523	2671.37	532	1306	1006	0.165414	0.12782	0.434211	0.272556	0.229709	0.20827	0.177642	0.209035	0.150842	0.024502	1	0	0	0	0	0.007519	0.341142	0.678926	0.080827	0.246241	0.281955	0.178571	0.12406	0.06391	0.024436	46	0.5	0.2	0	0	0.1	0	915.6	25.9	36.7	15	11.2	54.2	66.8	41.6	52.2	68.2	82.7	53.7	39.6	34.1	45.4	22.7	15.8
3524	1111.98	31155	85765	63176	0.155802	0.159011	0.329096	0.35609	0.263382	0.254171	0.177532	0.167131	0.10769	0.030094	0.877098	0.006484	0.06121	0.016145	0.063778	0.058129	0.047326	0.583972	0.231103	0.254919	0.182025	0.132114	0.1368	0.039544	0.023495	16	106	42.400002	4.9	0	0.3	0	1405.4	32.8	42.1	23.5	29	56.1	69.8	42.4	33.3	69.8	85.8	53.7	21.7	38.2	48.5	27.9	28.5
3525	1444.43	1344	3017	2329	0.136905	0.162202	0.424851	0.276042	0.228041	0.153795	0.190255	0.2118	0.16639	0.049718	0.88244	0	0.037946	0.013393	0.06622	0.008929	0.069606	0.740232	0.131696	0.208333	0.174851	0.161458	0.165923	0.049851	0.107887	46	2.2	0.9	0.2	0	0.1	0	604.1	24.1	34.3	13.8	14.2	55.6	67.9	43.4	65	70.2	83.2	57.3	48.6	34.9	45.2	24.7	20.3
3526	387.49	289	589	513	0.034602	0.079585	0.346021	0.539792	0.129032	0.169779	0.173175	0.280136	0.191851	0.056027	0.847751	0	0.096886	0	0.055363	0.058824	0.100295	0.660819	0.17301	0.280277	0.231834	0.103806	0.131488	0.051903	0.027682	8	12.9	6.4	2.5	0	0.9	0	2830.1	18.9	37.7	0.2	61.4	42.9	59.5	26.2	37.6	54	71.3	36.6	64.4	26.9	44.3	9.6	57.1
3527	2240.7	17140	41686	32607	0.10811	0.154376	0.420362	0.317153	0.217795	0.169697	0.168186	0.213189	0.181332	0.049801	0.826838	0.001459	0.14189	0.008343	0.038156	0.048191	0.067969	0.530622	0.243874	0.251459	0.188798	0.141132	0.124154	0.026954	0.023629	8	60.5	21.1	2.3	0	0.7	0	1887.7	33.3	45.6	20.9	21.3	57.8	72.9	42.7	21.7	69	84.4	53.5	32.4	38.7	51.6	25.7	25.4
3528	27.48	23732	61501	46279	0.132353	0.220209	0.354627	0.292811	0.247508	0.189948	0.232533	0.190956	0.111185	0.027869	0.820748	0.012009	0.093418	0.056127	0.040115	0.024903	0.1089	0.715508	0.079471	0.137578	0.145289	0.124515	0.219324	0.125232	0.168591	8	2575.300049	688.799988	74.400002	0	0.1	0	1648.1	37.1	51.6	22.6	20.6	59.5	74.4	44.7	47.7	71.7	87.9	55.5	34	42.5	57.2	27.7	22
3529	2518.03	2087	4868	3757	0.138955	0.133206	0.415908	0.311931	0.228225	0.197206	0.16023	0.21364	0.155711	0.044988	0.947772	0.001437	0.043124	0	0.017729	0.050791	0.12896	0.596487	0.211787	0.287494	0.18735	0.123143	0.124581	0.039291	0.026354	8	1.9	0.5	0	0	0	0	1405.8	33.3	46.1	20.4	10.7	57.7	71.6	43.8	57.3	70.9	85.3	56.5	49.3	39.4	52.8	26	12.1
3530	2362.04	9603	25072	20473	0.107675	0.149849	0.365927	0.376549	0.183432	0.229619	0.216935	0.223875	0.122248	0.023891	0.938769	0.006769	0.042903	0.007706	0.007081	0.031344	0.105559	0.694085	0.136312	0.152973	0.186088	0.14006	0.197647	0.087785	0.099136	8	19.5	11.3	3.2	0	0.5	0	2095.6	23.5	36.6	10.4	47.7	49.4	65.5	33.5	54.2	61.4	79.8	43.2	44.1	31.4	45.4	17.4	53
3531	1350.18	5858	13253	10951	0.066064	0.114715	0.474565	0.344657	0.173697	0.157625	0.158455	0.254886	0.230212	0.025126	0.804029	0.004268	0.155685	0.012974	0.116593	0.015705	0.104531	0.538124	0.214066	0.243769	0.229942	0.132981	0.098839	0.033629	0.046774	8	19.1	6	1.5	0	0.5	0	2132.6	31	47.4	14.7	36.4	53.6	72.2	34.9	25.4	64.9	82.7	47	58.2	37.3	53.7	20.8	41.6
3532	149.9	2802	6018	5200	0.035689	0.103854	0.445753	0.414704	0.135926	0.126786	0.262712	0.295281	0.156032	0.023264	0.869022	0.001428	0.078872	0	0.076017	0.0207	0.139899	0.724423	0.121342	0.142398	0.234832	0.132049	0.194147	0.107423	0.067809	8	87	73.5	59.700001	0	0.5	0	2728	26.3	36.2	16.5	43.2	44.7	56.4	33	76.9	57.3	69.9	44.7	61.5	32	42.3	21.9	36.9
3533	2193.85	6931	17867	15085	0.073438	0.110518	0.5044	0.311643	0.155706	0.152908	0.179885	0.311916	0.175687	0.023899	0.915741	0.001299	0.053095	0.010821	0.023518	0.013418	0.1047	0.582499	0.151782	0.160439	0.194777	0.146732	0.230991	0.080652	0.034627	8	18.200001	2.4	0.3	0	0.6	0	2674.3	23.9	37	10.9	17	45	59.5	30.4	37.4	56.4	71.7	41	53.1	30.2	43.5	16.9	19.4
3534	421.35	3807	12526	10436	0.122669	0.138955	0.373785	0.364592	0.166853	0.242695	0.212199	0.211959	0.119511	0.046783	0.976885	0.001051	0.009456	0.004728	0.011032	0.07565	0.063879	0.412514	0.231416	0.234305	0.215655	0.145784	0.13554	0.024691	0.012608	29	30.299999	8.1	0.8	0	0	0	296.9	31.3	41.7	20.9	43.1	62.2	73.4	51.1	129.1	72.5	83.6	61.3	113	41.5	52	31	63.2
3535	591.93	4895	11797	8988	0.11379	0.190398	0.347702	0.34811	0.238111	0.174282	0.17657	0.209969	0.152157	0.048911	0.950766	0.000613	0.008172	0	0.042288	0.086006	0.06415	0.56887	0.280082	0.282533	0.163228	0.08907	0.106435	0.048417	0.030235	29	20.6	5.6	0.6	0	0	0	292.5	38.9	49.9	28	60.8	65.5	76	54.9	162.1	74.9	85.9	63.8	108.3	46.8	57.8	35.7	74.1
3536	507.36	2333	6147	4679	0.110159	0.15688	0.402486	0.330476	0.238816	0.173906	0.173255	0.217667	0.156174	0.040182	0.95928	0	0.018431	0	0.029576	0.063438	0.122523	0.528532	0.26018	0.323618	0.196314	0.066867	0.096442	0.041577	0.015002	29	20.799999	4.6	0.6	0	0.4	0	236.5	38.4	49.8	27	102.1	64.8	76.7	52.8	139.5	73.9	85.5	62.2	105.6	46	57.8	34.2	98.1
3537	500.87	2432	6013	4558	0.130757	0.149671	0.374589	0.344984	0.241976	0.173624	0.163479	0.215367	0.150507	0.055047	0.975329	0.001234	0.011102	0.003701	0.018503	0.039063	0.079624	0.630979	0.28125	0.285773	0.164063	0.136924	0.07977	0.030016	0.022204	29	12.2	3.6	0.2	0	0	0	224	32.1	42	22.2	57.9	62.8	73.6	52	132	72.1	83.2	61.1	106.2	42.4	52.8	32	70.8
3538	592.56	13575	38655	28218	0.161179	0.170608	0.396685	0.271529	0.270004	0.198267	0.185875	0.19079	0.118303	0.036761	0.957201	0.006335	0.010902	0.004125	0.02512	0.071308	0.032717	0.538344	0.2193	0.275654	0.203315	0.120958	0.126704	0.027551	0.026519	29	64.5	12.6	1.2	0	0	0	422.4	38	49	26.9	84.3	64.7	75.9	53.5	135.8	74.3	85.3	63.3	111.4	46.2	57.2	35.2	87.8
3539	670.44	6589	18455	14413	0.138716	0.165427	0.332979	0.362878	0.219019	0.226985	0.184124	0.199675	0.122731	0.047467	0.928214	0.044165	0.021551	0.00258	0.011383	0.065716	0.071341	0.506695	0.242222	0.298073	0.180301	0.130976	0.102292	0.022765	0.023372	29	28.299999	9.1	0.7	0	0	0	257.1	33.8	43.3	24.3	59.1	63.9	74	53.8	127.1	73.1	83.3	63	103.5	44.1	53.7	34.5	70.3
3540	408.03	33501	88460	68413	0.135787	0.15907	0.317722	0.387421	0.226622	0.234637	0.182195	0.198123	0.117918	0.040504	0.877198	0.048237	0.046655	0.011343	0.036894	0.088833	0.02604	0.595004	0.231336	0.253843	0.199546	0.135399	0.119549	0.031163	0.029163	29	221.800003	121.099999	11.5	0	0	0	255.2	33.6	44.5	22.7	32.3	64.4	75.7	53.1	108.6	73.5	84.5	62.3	101.8	42.6	54	31.1	54
3541	578.53	29594	78491	61681	0.122998	0.14878	0.366155	0.362067	0.214165	0.268528	0.167764	0.187576	0.119262	0.042706	0.888964	0.063628	0.017639	0.014192	0.019261	0.057951	0.033106	0.599407	0.224505	0.239407	0.193722	0.13175	0.135433	0.036359	0.038825	29	138.199997	71.900002	8	0	0	0	125.1	38.8	48.4	29.3	111.5	67.5	78.7	56.1	135	76.1	87.1	65	100.9	47.1	57.2	36.9	101.4
3542	1003.82	3064	8217	6414	0.109334	0.126632	0.447454	0.31658	0.219423	0.182792	0.152245	0.235487	0.168675	0.041378	0.944843	0.003916	0.013381	0	0.037859	0.036554	0.100205	0.455878	0.373042	0.304504	0.158616	0.087141	0.063316	0.012076	0.001305	29	13.9	2.2	0.1	0	0.4	0	275.4	37.5	50.2	24.7	96	63.5	76.7	50.4	140.5	72.9	85.7	60	104.1	45.1	58.1	32.1	95.1
3543	547.09	15154	52425	40903	0.176125	0.192556	0.313515	0.317804	0.219781	0.406752	0.163319	0.126695	0.063767	0.019685	0.763231	0.102019	0.083278	0.020853	0.062162	0.048898	0.163168	0.69523	0.190775	0.274977	0.226871	0.126633	0.129207	0.039725	0.011812	29	108.400002	19.799999	4.9	0	0.1	0	298.3	38.7	49.8	27.5	81.6	65.3	76.6	54	130.4	74.3	85.8	62.8	113.6	46.8	58.3	35.4	83.7
3544	567.31	9258	25369	20641	0.10013	0.13059	0.309786	0.459494	0.186369	0.388584	0.126611	0.154322	0.100083	0.04403	0.921797	0.014474	0.011234	0.032404	0.023439	0.07453	0.051744	0.511216	0.349536	0.231583	0.152517	0.101966	0.107151	0.037805	0.019443	29	45.799999	17.4	2.6	0	0	0	295.7	30.7	40.6	20.8	55.2	61.8	72.6	51	137	72	82.9	61.2	112.6	41.8	51.8	31.7	66.4
3545	469.79	4036	10234	8052	0.095639	0.179386	0.454906	0.270069	0.213211	0.170608	0.176764	0.230213	0.179109	0.030096	0.980674	0.010406	0.001734	0.003717	0.003964	0.033944	0.067755	0.608544	0.211348	0.232904	0.205897	0.155847	0.142716	0.036918	0.014371	29	21.799999	8.1	0.2	0	0	0	198	33.3	42.6	23.9	57.7	64.1	74.2	53.9	128.2	73.8	84	63.5	103.1	44	53.6	34.5	70.8
3546	532.33	5915	15126	11808	0.13339	0.151986	0.364328	0.350296	0.219357	0.21387	0.18412	0.183988	0.141743	0.056922	0.955368	0.018259	0.014708	0.00355	0.014032	0.055452	0.049129	0.544715	0.258326	0.267794	0.205748	0.12071	0.110735	0.018766	0.017921	29	28.9	11.9	0.9	0	0	0	236.1	33.2	43.2	23.1	51.8	64	74.6	53.5	118.7	73.8	84.5	63	112.5	43	53.4	32.4	64.2
3547	436.93	11565	28608	21784	0.126329	0.175011	0.341029	0.357631	0.238535	0.208893	0.176244	0.202496	0.126678	0.047155	0.938003	0.041418	0.005447	0.00562	0.009511	0.071336	0.045657	0.588184	0.256291	0.253005	0.215132	0.124946	0.104021	0.025335	0.021271	29	66.300003	30.4	3.6	0	0	0	198.1	32.8	42	23.5	57.6	63.8	73.9	53.7	128.4	73.5	83.5	63.5	102.8	43.5	52.9	34.1	69.9
3548	541.07	12342	30027	22342	0.148679	0.158321	0.315508	0.377491	0.255936	0.188397	0.182303	0.194958	0.133513	0.044893	0.854562	0.089208	0.038	0.002998	0.028439	0.095203	0.033319	0.509131	0.364041	0.280019	0.165046	0.077297	0.076325	0.015962	0.021309	29	57.299999	17.5	1.3	0	0	0	84.2	42.8	52.6	33.1	104.9	70.1	80.9	59.3	125.6	78.3	88.8	67.6	89.5	50.6	61.2	40.1	106.8
3549	927.25	15878	40104	30504	0.115317	0.144477	0.41208	0.328127	0.239378	0.194843	0.172676	0.197337	0.146369	0.049397	0.940988	0	0.019524	0.004975	0.034702	0.076773	0.032758	0.531406	0.31868	0.30029	0.168031	0.089054	0.087354	0.020595	0.015997	29	48	16.799999	1.5	0	0.1	0	349.3	39.3	50.6	28.1	96.7	65.6	76.8	54.3	135.6	74.7	85.9	63.4	99.4	47	58.3	35.8	96.6
3550	436.67	1768	4902	3488	0.117081	0.209276	0.345023	0.32862	0.288454	0.193798	0.152999	0.181559	0.125255	0.057936	0.992647	0	0	0	0.007353	0.053733	0.185315	0.573968	0.270362	0.228507	0.231335	0.095023	0.062217	0.062783	0.049774	29	11.4	2.8	0.1	0	0	0	234.7	29.8	39.9	19.7	48.9	61.5	72.9	50.2	135.2	71.6	83.1	60.1	101	40.8	51.3	30.3	63.4
3551	568.81	8868	22875	17659	0.139152	0.164524	0.403586	0.292738	0.228022	0.189683	0.179191	0.223519	0.140809	0.038776	0.957037	0.016464	0.010825	0.000338	0.015674	0.062585	0.034932	0.607905	0.178394	0.216171	0.197226	0.158773	0.178958	0.051308	0.01917	29	40.299999	7.4	0.6	0	0	0	213.4	33	44.6	21.5	48.8	62.8	74.6	51.1	139.3	72.4	84	60.9	116.7	42.4	54.4	30.3	65.5
3552	685.4	70619	177651	141592	0.129724	0.148898	0.293844	0.427534	0.202977	0.347704	0.169692	0.160967	0.092074	0.026586	0.812643	0.087413	0.027358	0.041207	0.039097	0.060239	0.043342	0.649189	0.220125	0.237953	0.171016	0.124683	0.144295	0.050723	0.051204	29	268.200012	142.5	18.4	0	0	0	237.4	37.5	46.8	28.3	66.9	66.2	76.2	56.3	128.9	75.5	85.4	65.6	107.4	46.4	55.8	36.9	77.4
3553	801.23	5845	15199	11592	0.108127	0.137553	0.372968	0.381352	0.237318	0.17488	0.165077	0.202776	0.158037	0.061912	0.957057	0.01882	0.013687	0.003593	0.017964	0.075107	0.039359	0.543565	0.244654	0.325406	0.200513	0.114286	0.089307	0.016253	0.009581	29	19.5	6.4	0.7	0	0	0	257.2	33.6	43	24.2	56.2	63.9	74.2	53.7	138.2	73.8	84	63.6	106.7	43.8	53.3	34.2	69
3554	418.04	19676	50666	37785	0.147134	0.207563	0.357644	0.28766	0.254234	0.206963	0.211226	0.191766	0.103936	0.031875	0.908315	0.012401	0.068357	0.006505	0.019262	0.036999	0.037165	0.658701	0.127414	0.169343	0.185759	0.154757	0.204056	0.099868	0.058803	17	123.5	49.5	4.6	0	0	0	164	29.4	37.9	20.9	56.6	61.5	72	51	118.9	71.7	82	61.4	109.2	41.2	50.3	32.2	70.4
3555	235.51	2154	6260	4803	0.064067	0.167131	0.398793	0.370009	0.232748	0.163099	0.157987	0.233387	0.175399	0.03738	0.635562	0.355153	0.002786	0	0.0065	0.077066	0.073894	0.428274	0.343547	0.302693	0.185237	0.093779	0.044568	0.025998	0.004178	17	37.900002	6.9	0.4	0.1	0.3	0	97.8	40.4	49.9	30.8	111.3	68	78.5	57.3	131.7	76.1	86.6	65.5	97.6	48.5	59	37.9	113.6
3556	280.71	18571	53537	40023	0.14808	0.231328	0.368962	0.251629	0.252424	0.20074	0.19947	0.191699	0.117974	0.037694	0.81638	0.0175	0.149103	0.013354	0.054494	0.043347	0.051095	0.63521	0.153088	0.204297	0.193743	0.131065	0.183243	0.061548	0.073017	17	194.100006	61.5	3.5	0	0	0	230.7	26.9	35.2	18.6	51.9	59.1	69.8	48.4	115.3	69.5	80	59	103.9	38.7	47.4	30.2	63.7
3557	375.82	5043	12493	9450	0.143169	0.16974	0.348602	0.338489	0.243576	0.200913	0.180581	0.202353	0.128632	0.043945	0.842554	0.031727	0.122546	0	0.038866	0.058894	0.029813	0.621164	0.212175	0.259964	0.21277	0.141582	0.122744	0.026968	0.023795	17	37.700001	17.4	0.6	0	0.1	0	197.3	31.6	40.9	22.2	59.9	62.5	73.1	52	123.9	71.8	82.5	61.1	99.6	42.4	52.1	32.8	70.5
3558	468.31	5696	13287	10270	0.136587	0.148525	0.385183	0.329705	0.227064	0.182961	0.171973	0.217732	0.143524	0.056747	0.981039	0	0.000527	0.001756	0.016678	0.034235	0.057873	0.578773	0.240344	0.288624	0.180302	0.121489	0.109902	0.036517	0.022823	17	28.5	11.5	0.6	0	0	0	146.6	35.9	45.7	26.1	85.6	65.5	77	54	145.3	74.2	86.2	62.2	102.9	45.3	55.9	34.7	105.2
3559	822.97	19856	49267	38250	0.112611	0.183975	0.382	0.321414	0.223618	0.181054	0.182942	0.209288	0.149329	0.053768	0.936241	0.016267	0.038527	0.001007	0.026793	0.051521	0.035208	0.59702	0.195256	0.226128	0.18337	0.140814	0.174859	0.050514	0.029059	17	60.5	16.9	1.6	0	0	0	209.9	28.7	37.8	19.7	56.1	61.4	72.3	50.6	125	71.1	81.7	60.4	104.1	40.3	49.6	31	66.8
3560	865.6	13940	35092	28130	0.11406	0.160832	0.358393	0.366714	0.198393	0.197709	0.192864	0.210276	0.143138	0.05762	0.975323	0.003659	0.009756	0.00122	0.012195	0.05911	0.030751	0.52716	0.234218	0.249139	0.216428	0.118149	0.117073	0.037805	0.027188	17	43.599998	10.3	0.8	0	0.1	0	198.2	31.1	40.3	21.9	60.7	62.8	73.7	51.9	120.4	72.3	82.9	61.7	95.1	42.2	51.6	32.6	69.8
3561	1117.31	11741	27812	21740	0.107912	0.1637	0.380547	0.347841	0.218323	0.176722	0.171257	0.221739	0.155652	0.056307	0.938336	0.005962	0.041479	0.002981	0.038327	0.045908	0.047147	0.584407	0.22315	0.256622	0.196406	0.147517	0.114556	0.040031	0.021719	17	25.4	6.4	0.4	0	0	0	197.1	30.2	39.6	20.9	62.5	61.5	72.8	50.2	121.5	70.9	82.2	59.5	99	41.7	51.5	31.9	74.6
3562	369.28	66971	163053	133740	0.084126	0.165206	0.386376	0.364292	0.179776	0.199763	0.182002	0.241762	0.144579	0.052118	0.864912	0.051694	0.048842	0.026265	0.021875	0.054919	0.060459	0.648422	0.131908	0.158352	0.152036	0.131549	0.194457	0.112362	0.119335	9	492.799988	200.5	22.5	0.2	0.1	1	17.8	33	41.9	24.2	79.8	59.1	69.3	48.9	100.2	71.1	81	61.2	91.5	44.3	53.4	35.2	97.9
3563	855.2	27112	66085	51164	0.127066	0.151298	0.371017	0.35062	0.225785	0.198214	0.173201	0.203269	0.145691	0.05384	0.934826	0.037179	0.010881	0.008004	0.011065	0.074137	0.047035	0.629544	0.199026	0.266377	0.19958	0.131897	0.126217	0.040314	0.036589	17	79.300003	39.900002	3.8	0	0	0	164.2	33.2	42.3	24	50.5	64	74.3	53.9	121.9	73.8	84	63.6	96.9	43.9	53.3	34.4	63.9
3564	602.42	32636	96109	71050	0.179556	0.213108	0.337725	0.26961	0.260735	0.227481	0.180056	0.18171	0.108346	0.041671	0.573508	0.01912	0.239613	0.125659	0.095079	0.060884	0.04704	0.543054	0.192272	0.233147	0.184428	0.121461	0.163133	0.057299	0.04826	6	164.300003	50	4.8	0	0	0	49.6	55.3	62.7	47.9	78.6	59.6	66.4	52.7	17.7	64.4	71.2	57.7	1.5	58.8	66.6	51	52.5
