zone	zone_sqm	hholds	persons	adults	ffamcu6	ffamc6p	famnoc	fnonfam	fage017	fage1834	fage3549	fage5064	fage6579	fage80up	fwhite	fblack	fhisp	asian	fothrc	f0veh	fwathome	femployed	fincu25	finc2550	finc5075	finc75100	finc100150	finc150200	finco200	state	popden	empden	enteden	fracwater	fracprotl	coast	elevation	avgtemp1	maxtemp1	mintemp1	avgprec1	avgtemp2	maxtemp2	mintemp2	avgprec2	avgtemp3	maxtemp3	mintemp3	avgprec3	avgtemp4	maxtemp4	mintemp4	avgprec4
2447	559.05	7459	20350	15540	0.136882	0.182196	0.3475	0.333423	0.236364	0.209484	0.181966	0.200491	0.128452	0.043243	0.638557	0.334227	0.010993	0.004558	0.013943	0.068776	0.016473	0.488288	0.408366	0.203378	0.141172	0.106315	0.089824	0.031103	0.019842	22	37.200001	11.7	0.8	0	0	0	24.2	52.3	63.1	41.6	136.1	73.6	84.4	62.9	120.1	81.4	92.4	70.5	108.3	57.7	69.4	46	131.1
2448	923.88	30485	83172	60852	0.137904	0.183041	0.34558	0.333475	0.26836	0.211441	0.167003	0.195607	0.123263	0.034326	0.589175	0.386682	0.01486	0.000394	0.012531	0.098147	0.0319	0.500214	0.372938	0.247335	0.144432	0.083877	0.106019	0.022962	0.022437	22	96.199997	26.6	2.6	0	0.1	0	16	57	68.3	45.6	117.7	74.7	85.1	64.3	144.1	80.9	90.6	71.2	158.4	61.5	73	49.9	124.4
2449	934.04	8678	21047	17887	0.086425	0.088615	0.486518	0.338442	0.15014	0.140828	0.118972	0.226303	0.275004	0.088754	0.914151	0.001959	0.068795	0.001268	0.033879	0.045402	0.064529	0.41846	0.202927	0.270108	0.161558	0.112584	0.139087	0.050588	0.063148	48	22.1	4.6	1.3	0	0	0	323	54	68.1	39.8	46.6	74.8	87.2	62.4	79.6	82.8	95.2	70.3	55.4	58.9	72.8	44.9	48.5
2450	3855.24	2543	6975	5166	0.103421	0.087692	0.349587	0.4593	0.259355	0.174767	0.15957	0.165018	0.213477	0.027814	0.231223	0	0.745576	0.023201	0.028313	0.114039	0.062241	0.466512	0.496657	0.243413	0.116791	0.01337	0.126229	0.003539	0	48	2.1	0.4	0.1	0	0.1	0	1296.3	51.3	68	34.6	8.8	72.6	88.7	56.6	23.9	76.9	89.5	64.4	56.9	55.1	71	39.2	15.6
2451	926.49	6492	18273	14450	0.082563	0.113524	0.399107	0.404806	0.209216	0.206917	0.156734	0.203251	0.161221	0.062661	0.882471	0.009242	0.094578	0.007856	0.012477	0.072859	0.02039	0.478547	0.361984	0.25724	0.151109	0.083333	0.075015	0.034196	0.037123	48	19.700001	7.4	0.5	0	0	0	461.9	49.7	62.9	36.5	48.9	72.3	84.7	59.9	93.1	81.4	93.4	69.3	68.3	55.5	68.5	42.6	56.2
2452	491.39	4311	10471	8508	0.06843	0.136163	0.477383	0.318024	0.18747	0.146404	0.13227	0.229013	0.242957	0.061885	0.879842	0.0791	0.012526	0.008583	0.022965	0.048249	0.020882	0.348966	0.338669	0.269311	0.150545	0.085595	0.088611	0.036187	0.031083	48	30.799999	5.9	0.3	0.1	0.3	0	64.5	53.8	64.8	42.8	127.8	73.6	83.9	63.3	117.2	81.5	91.7	71.4	111.3	59.4	70.7	48.1	127.6
2453	1086.14	15199	41577	30775	0.151984	0.200934	0.341536	0.305546	0.259807	0.213676	0.167737	0.192366	0.120596	0.045819	0.536088	0.125008	0.335812	0.003158	0.045332	0.06711	0.019506	0.57472	0.274163	0.240871	0.169814	0.096059	0.143759	0.055662	0.019672	48	38.299999	13.9	1.1	0	0	0	34.9	57.9	69	46.7	69.4	76.5	86.9	66.1	106.5	83.5	93.9	73	115.1	63.6	75.2	52	83.3
2454	924.03	18108	53755	41606	0.144577	0.204937	0.372266	0.27822	0.226007	0.221951	0.195889	0.191889	0.126556	0.037708	0.710349	0.166722	0.101392	0.003424	0.032251	0.043241	0.032244	0.501658	0.216479	0.242324	0.187376	0.136846	0.125304	0.043241	0.048432	48	58	13.3	1	0	0	0	124.8	52.1	63.9	40.5	107.2	72.9	84	61.8	108.6	81.7	93	70.4	82.2	57.7	69.8	45.7	108.3
2455	969.71	7826	20021	15276	0.160107	0.153718	0.402888	0.283286	0.237001	0.178413	0.153039	0.198691	0.168173	0.064682	0.787887	0.071812	0.130974	0.003194	0.099157	0.05699	0.040794	0.590534	0.203552	0.250319	0.175696	0.105929	0.151546	0.053412	0.059545	48	20.6	6.2	0.3	0	0	0	94.1	58.1	69.3	46.9	63.3	76.9	87	66.7	90.3	83.9	94.5	73.2	83	63.5	74.8	52.2	64.9
2456	696.4	2407	7253	5967	0.085168	0.194433	0.363108	0.357291	0.177306	0.328829	0.185165	0.170274	0.08948	0.048945	0.722476	0.013295	0.238471	0.016203	0.052763	0.056502	0.028014	0.472599	0.247196	0.321562	0.171583	0.087661	0.081014	0.074366	0.016618	48	10.4	2.5	0.4	0	0	0	585.2	46.2	60.6	31.8	23.6	70.7	84.5	57	84.3	80.5	93.4	67.6	68.9	52.2	65.9	38.6	36.4
2457	608.87	6723	17738	13514	0.137736	0.157816	0.379295	0.325152	0.238133	0.191961	0.175386	0.20301	0.146465	0.045045	0.955972	0.004462	0.011751	0.005355	0.026774	0.057117	0.015644	0.487198	0.329466	0.27339	0.172245	0.105905	0.085379	0.021419	0.012197	5	40.799999	10.1	0.7	0	0.3	0	253	44.1	54.7	33.4	99.9	68.6	79.7	57.5	138.1	78.1	88.9	67.1	121.9	51	61.7	40.4	106.9
2458	647.96	3776	8189	6545	0.138506	0.123676	0.39857	0.339248	0.200757	0.174747	0.169129	0.221517	0.17438	0.05947	0.852225	0.122617	0.011388	0.002383	0.015625	0.05535	0.085333	0.515661	0.299788	0.276218	0.162076	0.123411	0.078919	0.028867	0.03072	5	13.8	2.6	0.2	0	0.1	0	60.9	46.6	55.6	37.6	114.1	71.7	81.2	62.3	128.4	79.6	89.2	70.2	91.3	53.5	63.3	43.7	127.5
2459	727.51	8094	21842	16230	0.137139	0.216086	0.35236	0.294416	0.256936	0.185514	0.179654	0.199112	0.136846	0.041938	0.598344	0.317272	0.072646	0.00173	0.064986	0.057821	0.023804	0.5565	0.273659	0.273659	0.199407	0.136521	0.090067	0.013714	0.012973	5	31.299999	10.6	0.9	0	0	0	114.3	47.5	59	36	116.5	70.3	81.4	59.3	139.5	79.3	90.3	68.3	114.1	53.4	65.4	41.2	122.3
2460	602.62	3206	9194	7519	0.115409	0.115097	0.391454	0.378041	0.182184	0.225582	0.210463	0.193713	0.138242	0.049815	0.385215	0.575483	0.02776	0.001871	0.017155	0.177168	0.02223	0.364942	0.451029	0.197442	0.139114	0.116032	0.066438	0.022458	0.007486	5	16	2.9	0.1	0	0	0	71.3	46.2	55.5	37	126	71.2	81.2	61.2	130.7	78.9	88.9	68.8	92.9	53.4	63.1	43.6	126.9
2461	552.25	8309	20858	16038	0.117102	0.158984	0.397882	0.326032	0.231086	0.190383	0.173219	0.216464	0.135631	0.053217	0.836924	0.115297	0.028403	0.001805	0.0207	0.057889	0.041521	0.554121	0.298351	0.258756	0.187267	0.100012	0.094476	0.03767	0.023469	5	39.799999	12	1.1	0	0.1	0	102.5	44.8	56.3	33.2	113.6	69.5	80.9	58.1	130.1	78.8	90.2	67.3	111.5	51.6	63.6	39.5	109.6
2462	633.94	6137	17027	13587	0.106567	0.169464	0.336321	0.387649	0.202032	0.232043	0.188407	0.20215	0.137311	0.038057	0.781163	0.107707	0.031123	0.000326	0.099234	0.052795	0.043644	0.404725	0.365977	0.306664	0.135571	0.067949	0.073489	0.022975	0.027375	5	27.4	7.5	0.5	0	0	0	71	43.2	52.2	34.3	114.4	69.4	78.8	60	133	77.2	86.6	67.9	100.9	50.4	60.2	40.8	118.9
2463	828.36	7157	18417	14351	0.118066	0.179265	0.352522	0.350147	0.220774	0.262583	0.166802	0.180051	0.129174	0.040615	0.686321	0.275115	0.029342	0.001677	0.019422	0.068744	0.021312	0.54275	0.310465	0.202878	0.163337	0.133855	0.136929	0.024452	0.028084	5	22.799999	8.4	0.7	0	0	0	88.4	49.8	60.1	39.5	122.7	72.3	83	61.7	116.6	80.5	90.8	70.2	89	55.3	66.1	44.5	123.4
2464	616.38	6653	16824	12845	0.144897	0.196302	0.358034	0.300767	0.236507	0.195376	0.184142	0.200666	0.154422	0.028887	0.746881	0.165489	0.012025	0.000752	0.075755	0.061777	0.033462	0.586298	0.252367	0.269953	0.185631	0.129716	0.10221	0.033068	0.027055	5	28	8.6	0.6	0	0	0	79.2	45.8	55.3	36.3	116.1	71.4	81.7	61.2	130.7	79.1	89.7	68.6	90.7	53.3	63.9	42.8	123.7
2465	866.07	8446	22386	18131	0.121241	0.148709	0.352001	0.378049	0.190074	0.319932	0.156214	0.171446	0.112124	0.05021	0.699621	0.251125	0.032205	0.005683	0.029363	0.072697	0.026414	0.576306	0.30772	0.25811	0.164693	0.134502	0.100166	0.023206	0.011603	5	26	10	1.2	0	0	0	76.2	46.8	58.5	35.1	110.5	70.6	82	59.2	136.2	79.2	90.2	68.3	113	53	64.9	41.2	125.5
2466	586.07	22177	58180	43746	0.139784	0.190242	0.386752	0.283221	0.248092	0.202905	0.186937	0.200327	0.126023	0.035717	0.885422	0.009244	0.048925	0.01452	0.06412	0.043784	0.025568	0.548942	0.239122	0.300266	0.181494	0.123597	0.111918	0.027957	0.015647	5	128.899994	40.299999	3.4	0	0.2	0	183.2	45	57.1	33	88.9	69.4	81.2	57.6	139.4	79	90.5	67.5	113.6	51.8	63.8	39.8	102.8
2467	580.58	4851	13570	11152	0.076067	0.126572	0.441352	0.356009	0.178187	0.174576	0.171186	0.226234	0.190346	0.059469	0.978149	0	0.003298	0	0.02082	0.068439	0.017581	0.418221	0.273758	0.298701	0.176665	0.163265	0.058751	0.02082	0.00804	5	23.4	5	0.3	0	0	0	130.8	40.5	52.1	29.1	106.4	65.3	77	53.7	133.8	74.1	85.2	63	104.5	47.8	59.6	36	103.4
2468	892.32	3944	10376	7735	0.13641	0.131085	0.383874	0.348631	0.25453	0.180705	0.159985	0.197571	0.169044	0.038165	0.901876	0.003043	0.040568	0.013692	0.068966	0.097363	0.03101	0.471105	0.362323	0.286511	0.194726	0.063387	0.062627	0.018256	0.01217	5	32.700001	8.2	0.4	0	0.6	0	218.2	44.7	56.8	32.5	104.7	68.1	79.9	56.2	144.1	77.6	89.5	65.6	123.5	51.1	63.5	38.6	116.4
2469	528.27	2784	6800	5477	0.117098	0.115661	0.414152	0.353089	0.194559	0.181176	0.154265	0.237353	0.173235	0.059412	0.622845	0.33908	0.018678	0.003233	0.027299	0.099138	0.051356	0.444404	0.38829	0.250359	0.137572	0.083693	0.082256	0.033405	0.024425	5	13.7	2.4	0.1	0	0	0	103.6	49.4	61	37.8	118.3	71.5	83.1	59.9	117.7	80.5	92.2	68.8	103.5	55.4	67.2	43.5	115.5
2470	900.59	16389	42126	31032	0.132955	0.196595	0.319361	0.351089	0.263353	0.221289	0.176115	0.194725	0.113445	0.031073	0.606992	0.344316	0.027579	0.004088	0.032644	0.102569	0.011235	0.539218	0.331625	0.255232	0.170602	0.094149	0.093233	0.034535	0.020624	5	49.400002	20.299999	1.3	0	0	0	74.4	44.5	53.7	35.3	105.9	71.3	81.2	61.4	121.4	78.7	88.7	68.7	80.7	52.1	62.3	41.9	105.6
2471	577.7	17254	44937	33916	0.151965	0.183783	0.375971	0.288281	0.245254	0.216192	0.194539	0.18655	0.12611	0.031355	0.954387	0.014779	0.013794	0.00255	0.019474	0.051582	0.02029	0.533318	0.24858	0.273792	0.189405	0.126869	0.121595	0.021676	0.018083	5	78.5	33.099998	2.3	0	0	0	82.3	42.5	51.7	33.3	118.3	69	79.1	58.9	123.1	77.5	87.2	67.6	111.8	50.3	60.3	40.2	119.1
2472	647.88	44575	123624	94887	0.143511	0.178351	0.325182	0.352956	0.232455	0.295776	0.185029	0.164936	0.096195	0.02561	0.828873	0.111363	0.032081	0.008256	0.032866	0.046618	0.031815	0.609504	0.238295	0.239978	0.175951	0.11742	0.149456	0.044532	0.034369	5	192.199997	64.199997	7.7	0	0	0	93.9	43.9	55.5	32.2	118.9	69	80.4	57.7	135.7	78.2	89.4	66.9	99.8	50.7	62.6	38.9	116.8
2473	870.76	26801	69282	53990	0.114026	0.146711	0.347226	0.392038	0.220721	0.233784	0.174591	0.203112	0.127133	0.04066	0.39103	0.569643	0.016716	0.009365	0.022201	0.098802	0.027828	0.475236	0.322898	0.270662	0.178053	0.103989	0.082012	0.023619	0.018768	5	82.5	32	2.3	0	0	0	68.8	47.7	57.7	37.7	118.2	71.4	81.6	61.2	130.5	79.7	89.5	69.9	115.5	54	64.6	43.3	124.4
2474	857.67	8243	20094	15422	0.136843	0.143152	0.408104	0.311901	0.232507	0.176719	0.163631	0.202747	0.17866	0.045735	0.905617	0.00182	0.045857	0.001698	0.064176	0.057139	0.031674	0.458566	0.32561	0.316026	0.170933	0.074002	0.067451	0.016499	0.02948	5	37.799999	10.8	0.9	0	0.4	0	321.8	44.6	55.3	34	117.8	67.5	77.7	57.2	164.6	76.4	86.8	66	132.1	51.1	61.8	40.5	124.8
2475	590.23	15034	37331	28724	0.137555	0.150126	0.407742	0.304576	0.230559	0.193164	0.172216	0.200718	0.154135	0.049208	0.956698	0.002262	0.014767	0.003791	0.02348	0.053878	0.042416	0.549923	0.237861	0.316084	0.171678	0.12811	0.08953	0.0294	0.027338	5	64.400002	23.1	2.1	0	0	0	370.1	42.1	52.6	31.5	86.2	66.6	77.3	56	126.4	75.5	86.3	64.7	106.6	49.2	60	38.4	91.3
2476	659.79	9682	26372	19996	0.150485	0.182297	0.354059	0.313158	0.241772	0.214546	0.179774	0.201426	0.127673	0.03481	0.858087	0.011671	0.090994	0.004441	0.048234	0.058149	0.05118	0.514953	0.306135	0.325346	0.171246	0.080665	0.075811	0.025924	0.014873	5	72.699997	23.1	1.6	0	0.5	0	238.8	43.7	53.5	33.9	105	68.4	78.2	58.6	133.4	77.9	87.5	68.1	118	50.9	60.6	41.3	109.7
2477	732.79	9658	23830	18399	0.090288	0.183785	0.348105	0.377822	0.227906	0.189803	0.165044	0.221066	0.149685	0.046496	0.559433	0.416753	0.019983	0.000621	0.005384	0.082419	0.019968	0.508995	0.348209	0.276248	0.164009	0.092773	0.086457	0.017809	0.014496	5	33.799999	11.7	0.7	0	0	0	35.4	47.3	59	35.7	124.8	70.4	81.9	59	107.9	79	89.9	68.1	101.3	53.1	65.2	40.9	124.5
2478	847.32	97249	265759	195281	0.172742	0.199858	0.351171	0.276229	0.265195	0.22841	0.207989	0.165688	0.102013	0.030705	0.796656	0.015486	0.119724	0.039147	0.045193	0.03308	0.040059	0.65923	0.150264	0.212074	0.195622	0.13996	0.153729	0.066283	0.082068	5	325.399994	156.5	15.4	0	0.1	0	395.3	42.7	53.7	31.6	75.9	67.3	78.3	56.2	136	76.7	87.9	65.7	98	49.5	60.6	38.3	92.8
2479	723.62	44075	119415	91409	0.1438	0.187589	0.378673	0.289938	0.234527	0.200712	0.199456	0.190177	0.136557	0.038571	0.874328	0.067136	0.031288	0.010323	0.022621	0.043789	0.028717	0.624381	0.151809	0.228134	0.199297	0.14405	0.187544	0.049847	0.039319	5	191.5	41.099998	5.5	0	0.1	0	103.7	46.6	57.7	35.4	118.3	70.7	81.7	59.8	138.8	79.9	90.6	69.2	108.5	53	64.7	41.5	126.1
2480	666.09	3327	7908	6316	0.090772	0.156598	0.453862	0.298768	0.201315	0.166667	0.157183	0.221801	0.197395	0.05564	0.953411	0	0.015329	0	0.046589	0.090171	0.053364	0.477676	0.34746	0.341449	0.14728	0.075143	0.051698	0.027653	0.009318	5	14.1	2.6	0.3	0	0.2	0	264.6	41.7	53.4	30	99.5	66.5	77.6	55.3	136.5	75.6	86.4	64.8	106	49.2	61	37.3	96.4
2481	649.23	4419	10874	8278	0.127631	0.169495	0.342611	0.360263	0.238735	0.185029	0.194685	0.198179	0.142358	0.041015	0.567549	0.325187	0.103191	0.001584	0.035076	0.079203	0.022355	0.486349	0.303689	0.263182	0.171985	0.090745	0.107264	0.045485	0.017651	5	17.700001	6.2	0.3	0	0	0	69.1	49.1	59.9	38.2	124.2	71.6	82.7	60.7	119.5	80	90.6	69.3	95.9	54.7	66	43.4	125.4
2482	887.79	6413	18280	13927	0.124435	0.196164	0.437237	0.242164	0.238129	0.18616	0.189934	0.206838	0.1343	0.044639	0.832216	0.018088	0.125526	0.012163	0.116794	0.046468	0.074529	0.549149	0.22891	0.313426	0.189615	0.116014	0.11274	0.022143	0.017153	5	38	8.6	0.8	0	0.5	0	124.4	45.5	57.3	33.6	105.5	69.9	81.5	58.2	132.6	78.9	90.4	67.3	109.6	52.1	63.9	40.2	111.2
2483	604.43	7447	17139	13518	0.087283	0.156036	0.350208	0.406472	0.211273	0.156602	0.162028	0.211331	0.201762	0.057004	0.963207	0.004834	0.015711	0.001209	0.021619	0.055996	0.032087	0.433422	0.354237	0.31892	0.166644	0.098966	0.041493	0.005103	0.014637	5	29.299999	6.3	0.7	0	0	0	134.4	41	51.7	30.3	112.5	66.6	77.6	55.7	139	75.4	86.2	64.8	106	48.2	59.3	37.1	106.4
2484	618.57	3976	12067	9286	0.140342	0.178068	0.371227	0.310362	0.230463	0.209083	0.189111	0.196072	0.13367	0.041601	0.655181	0.062123	0.035714	0	0.259054	0.08501	0.036064	0.418049	0.328471	0.285714	0.16826	0.104628	0.076962	0.017103	0.018863	40	19.700001	3.7	0.4	0	0	0	281.6	45.1	58.2	32	61.1	69.4	81.3	57.4	139.4	80.2	92.5	67.9	109.9	51.8	64.8	38.7	72.5
2485	720.44	14278	38355	29356	0.140006	0.163048	0.35096	0.345987	0.234624	0.258115	0.168114	0.175622	0.12134	0.042185	0.706472	0.024933	0.035789	0.008264	0.237078	0.053299	0.016174	0.589726	0.24072	0.256478	0.170682	0.124317	0.141406	0.035019	0.031377	40	53.5	25.799999	2.3	0	0	0	331.9	46.1	57.2	34.8	65.7	68.9	79.3	58.4	131.1	78.9	90	67.8	90	52	63.2	40.8	77.6
2486	1141.14	1377	3667	2730	0.108932	0.139434	0.400145	0.351489	0.255522	0.17453	0.16553	0.202618	0.14835	0.05345	0.906318	0.002179	0.045025	0	0.066086	0.024691	0.099099	0.569231	0.263617	0.227306	0.180828	0.137981	0.098039	0.045025	0.047204	40	3.4	0.7	0.1	0	0	0	694	44.1	56.2	32.1	26.2	68.3	80.1	56.4	82.6	78.2	89.7	66.7	69.8	49.8	61.1	38.4	39
2487	1015.22	3571	8886	6779	0.131896	0.16578	0.344161	0.358163	0.237115	0.177808	0.168805	0.221697	0.147535	0.04704	0.805097	0.033324	0.072809	0.006161	0.128255	0.064128	0.052632	0.540935	0.352282	0.238869	0.197984	0.095491	0.073369	0.015682	0.026323	40	9	1.8	0.1	0	0	0	474.3	45.4	57.9	33	26.7	70.9	83.4	58.4	87.9	81.7	93.8	69.5	68.6	51.6	63.6	39.7	45.2
2488	901.8	7578	22268	16704	0.172605	0.177092	0.344814	0.30549	0.249865	0.236573	0.19189	0.186501	0.103602	0.03157	0.847189	0.008973	0.099235	0.001056	0.086434	0.062813	0.024792	0.511913	0.241357	0.254421	0.146477	0.146873	0.145421	0.042623	0.022829	40	25.6	11.3	1	0	0	0	651.8	44	57	31	28.2	69	81.5	56.4	82.1	79.1	91.6	66.6	73.6	50	62.3	37.6	42.3
2489	975.51	5284	13823	10720	0.153293	0.163512	0.375095	0.3081	0.224481	0.211025	0.180135	0.197135	0.144903	0.042321	0.788796	0.017979	0.02025	0.006245	0.178653	0.067184	0.063057	0.439366	0.325322	0.297123	0.13891	0.104466	0.093301	0.018547	0.022332	40	15	3.9	0.4	0	0.1	0	193.6	46.9	58.7	35	75.4	69.9	80.8	58.9	134.2	79.6	91.3	68	79.5	52.9	65.1	40.7	87.7
2490	573.49	7733	22220	16220	0.150653	0.189448	0.382129	0.277771	0.270027	0.204815	0.181323	0.191359	0.122097	0.030378	0.481185	0.002457	0.025863	0.008793	0.49722	0.073839	0.03566	0.487546	0.352903	0.285271	0.169275	0.100996	0.068537	0.015647	0.007371	40	39.799999	7.9	0.5	0	0	0	241.9	42.4	55.5	29.2	91.7	66.9	79.7	54	144.1	76.7	89.1	64.2	116.9	49.5	62.7	36.3	103.6
2491	731.9	4515	11335	8569	0.156368	0.177852	0.384053	0.281728	0.244023	0.193207	0.169916	0.204499	0.144773	0.043582	0.871318	0.003987	0.021484	0	0.117386	0.03433	0.03641	0.592951	0.193355	0.233887	0.218605	0.148837	0.12979	0.04186	0.033666	40	15.6	6.2	0.7	0	0	0	292.9	42.6	55.1	30	41.4	68.5	80.1	56.8	118	78.5	90.5	66.6	86.7	49.3	61.9	36.8	53.8
2492	537.19	1113	2710	2054	0.119497	0.212938	0.349506	0.318059	0.242066	0.17048	0.186347	0.213653	0.138007	0.049446	0.651393	0.088949	0.209344	0.004492	0.195867	0.068284	0.04953	0.570107	0.237197	0.286613	0.151842	0.113208	0.12938	0.052111	0.02965	40	5.1	1.1	0	0	0	0	585.2	46.2	60.6	31.8	23.6	70.7	84.5	57	84.3	80.5	93.4	67.6	68.9	52.2	65.9	38.6	36.4
2493	954.99	3123	7692	5714	0.1252	0.164906	0.417547	0.292347	0.25715	0.169397	0.169007	0.207228	0.137545	0.059672	0.895933	0.001601	0.071406	0	0.075568	0.032981	0.030699	0.575779	0.205251	0.259686	0.189561	0.122638	0.148575	0.045469	0.028818	40	8.1	2.6	0.1	0	0	0	407.7	41.8	54.3	29.4	34.9	68.5	80.9	56.1	105.9	79.4	91.5	67.3	79.9	48.7	60.8	36.8	44.1
2494	866.45	1870	5847	4724	0.125134	0.191444	0.385027	0.298396	0.192064	0.159398	0.232256	0.22456	0.137677	0.054045	0.939572	0.000535	0.039572	0	0.052406	0.03369	0.035893	0.465919	0.17754	0.203743	0.219251	0.148128	0.172727	0.041176	0.037433	40	7.1	1.7	0.1	0	0	0	409.4	40.3	53.3	27.4	33.7	67.7	80.4	55	105.2	78.8	91.1	66.5	80.3	47.8	60.5	35.2	42.8
2495	761.35	5422	14390	11216	0.119882	0.18554	0.373847	0.32073	0.22057	0.202015	0.176095	0.20542	0.145448	0.050452	0.682221	0.01623	0.024714	0.006086	0.279417	0.062339	0.052613	0.496523	0.271487	0.316488	0.202324	0.098488	0.07156	0.025267	0.014386	40	19	6.7	0.5	0	0	0	216.5	42.6	53.6	31.5	72.5	67.9	78.4	57.5	154.8	78	88.4	67.7	111.9	50.1	61	39.1	87
2496	513.99	3268	10063	7577	0.110159	0.197674	0.385863	0.306304	0.247044	0.205505	0.171221	0.182848	0.151048	0.042333	0.770502	0.031824	0.108935	0.006732	0.104651	0.031518	0.05537	0.514848	0.228886	0.276928	0.175031	0.156977	0.121481	0.027846	0.012852	40	21.200001	12.4	8.6	0	0.1	0	244.4	46.2	59	33.3	65.4	69.8	81.4	58.2	125.6	79.7	92	67.4	76.8	52.4	65.1	39.7	75
2497	1814.68	1971	5377	3970	0.120751	0.19584	0.418569	0.26484	0.26167	0.183932	0.169425	0.19788	0.134834	0.05226	0.811263	0.003044	0.167428	0	0.133942	0.040081	0.079241	0.610327	0.198884	0.273465	0.233384	0.137494	0.112126	0.029427	0.015221	40	3.1	0.9	0	0	0	0	775.9	39.9	54.2	25.7	21.2	66	79.9	52.1	66.5	76.9	90.2	63.5	61	46.5	60.2	32.7	33.1
2498	1395.84	4477	11128	8659	0.112799	0.163726	0.385973	0.337503	0.221873	0.180266	0.160676	0.211359	0.168224	0.057602	0.757203	0.008041	0.030601	0.001787	0.213759	0.083091	0.025316	0.447049	0.357382	0.269377	0.149877	0.083315	0.078401	0.032834	0.028814	40	9.1	2	0.1	0	0.1	0	188	45.9	58.5	33.3	90.5	68.9	80.6	57.2	138.2	78.6	90.6	66.5	95.8	52	64.7	39.2	105.2
2499	870.26	16720	43647	33480	0.117165	0.184091	0.372727	0.326017	0.232937	0.192591	0.176782	0.206016	0.140628	0.051046	0.851256	0.018122	0.051555	0.005323	0.110526	0.060706	0.038528	0.535693	0.248026	0.273804	0.18128	0.120873	0.107955	0.036663	0.0314	40	50.599998	17	1.4	0	0	0	313.1	46.4	59.8	32.9	37.1	71	83.5	58.5	96.6	81.1	93.7	68.4	65.7	52	65.3	38.8	48.3
2500	655.39	15983	41044	31360	0.147469	0.182569	0.38372	0.286242	0.235942	0.199615	0.177566	0.205024	0.138875	0.042978	0.728274	0.001814	0.022962	0.007633	0.252643	0.046049	0.042238	0.544324	0.258712	0.239192	0.202653	0.141213	0.101733	0.038854	0.017644	40	63.400002	19.799999	1.9	0	0	0	194.7	42.9	54.3	31.5	70.1	68.3	78.9	57.7	148.7	78.5	89.1	67.9	108.3	50.3	61.5	39.2	83.4
2501	904.47	17253	46457	35541	0.138701	0.164841	0.356228	0.340231	0.23497	0.236886	0.172999	0.178552	0.13675	0.039843	0.75442	0.018316	0.039413	0.003941	0.203153	0.058946	0.033446	0.547649	0.268939	0.279662	0.174346	0.111169	0.109488	0.029734	0.026662	40	50.599998	19.4	3.3	0	0	0	196.9	48.5	59.3	37.8	78.2	70.9	81	60.8	128.6	80.7	91.7	69.8	85.1	54.4	65.4	43.4	92.7
2502	919.72	17610	44402	33310	0.130437	0.154003	0.341454	0.374106	0.249809	0.206928	0.165758	0.189001	0.137787	0.050718	0.812947	0.016411	0.057467	0.003294	0.143725	0.067405	0.032143	0.555719	0.253549	0.272288	0.191766	0.117547	0.099773	0.032822	0.032254	40	50.200001	19.200001	2.7	0	0	0	308.4	41.8	54.3	29	36	68.5	80.4	56.7	114.8	78.8	90.4	67.3	83.2	48.9	61.3	36.5	50.4
2503	810.47	26234	68736	51910	0.138599	0.192651	0.348784	0.319966	0.244792	0.21939	0.181331	0.190133	0.124331	0.040023	0.627201	0.109324	0.03019	0.005946	0.246741	0.086262	0.032795	0.504585	0.300717	0.257071	0.175955	0.09461	0.109743	0.035069	0.026835	40	86.099998	31.6	3.6	0	0	0	185.9	45	56.3	33.7	68.2	69.3	80	58.6	127.6	78.9	90	67.9	99.8	51.3	62.8	39.8	84
2504	802.65	9762	25063	18700	0.146179	0.185823	0.329338	0.33866	0.25388	0.254479	0.175079	0.168256	0.114192	0.034114	0.682135	0.066892	0.192891	0.018849	0.146384	0.068224	0.023297	0.608289	0.238681	0.264802	0.188486	0.122516	0.115857	0.046507	0.023151	40	31.6	10.1	1.5	0	0	0	418.9	45.9	59.2	32.5	25	71.7	84.9	58.5	90.6	80.6	92.6	68.7	72.1	51.8	64.5	38.9	42.4
2505	1834.74	977	2174	1617	0.152508	0.148414	0.31218	0.386899	0.25621	0.165593	0.142594	0.192272	0.183073	0.060258	0.832139	0	0.157625	0.006141	0.018424	0.020471	0.041451	0.596784	0.222109	0.320368	0.238485	0.095189	0.076766	0.018424	0.028659	40	1.2	0.4	0	0	0	0	1365.7	39.6	55	24.1	11.7	62.8	78.8	46.9	34.9	73.1	88	58.4	66.5	44.9	60	29.9	17.5
2506	1231.52	1614	4015	3084	0.11834	0.13259	0.371747	0.377323	0.23188	0.164633	0.17858	0.199751	0.172603	0.052553	0.921933	0.002478	0.035316	0.005576	0.04461	0.035936	0.07073	0.563878	0.263941	0.207559	0.218711	0.123296	0.123916	0.016109	0.046468	40	3.4	1	0.1	0	0	0	667.8	42.3	57.4	27.3	19.4	68.6	82.5	54.7	66.6	78.9	92.4	65.4	49.6	48.4	62.9	33.8	31.3
